from_user|to_user|text
paddytmurray|Berlinnaeus|@Berlinnaeus Anti choice? What’s wrong with the label Pro Abortion?
brittanyeet|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
brittanyeet|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
drpfk|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
drpfk|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
DavidAllenSD|N/A|https://t.co/aYCtPJgCCs
realgopgranola|AndyGrewal|@AndyGrewal @ianbremmer @ArmsControlWonk When you love a party that promotes #abortion , what’s the big deal about… https://t.co/OwlwKVMSmn
realgopgranola|AndyGrewal|@AndyGrewal @ianbremmer @ArmsControlWonk When you love a party that promotes #abortion , what’s the big deal about… https://t.co/OwlwKVMSmn
realgopgranola|ianbremmer|@AndyGrewal @ianbremmer @ArmsControlWonk When you love a party that promotes #abortion , what’s the big deal about… https://t.co/OwlwKVMSmn
realgopgranola|ArmsControlWonk|@AndyGrewal @ianbremmer @ArmsControlWonk When you love a party that promotes #abortion , what’s the big deal about… https://t.co/OwlwKVMSmn
CallMePooch216|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
CallMePooch216|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
rosecaroline9|prolife1234|RT @prolife1234: BREAKING: Toledo Ohio May Become Abortion Free: Court Orders Abortion Clinic Closed for Violating State Laws https://t.co/…
rosecaroline9|N/A|RT @prolife1234: BREAKING: Toledo Ohio May Become Abortion Free: Court Orders Abortion Clinic Closed for Violating State Laws https://t.co/…
ExposeMediaBias|EamonReilly_com|RT @EamonReilly_com: @ailbhes You spelt pro-abortion wrong https://t.co/4SusOfQ1Ik
ExposeMediaBias|ailbhes|RT @EamonReilly_com: @ailbhes You spelt pro-abortion wrong https://t.co/4SusOfQ1Ik
ExposeMediaBias|N/A|RT @EamonReilly_com: @ailbhes You spelt pro-abortion wrong https://t.co/4SusOfQ1Ik
acadianbelle|GeorgiaDirtRoad|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
acadianbelle|N/A|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
theoldone1919|SweetSourJesus|@SweetSourJesus @BrianBiscieglia @Atheist_Geek48 @bobcat7000 @KitemanArgues @michellmybell1 @socaratheist… https://t.co/7MInFfBA8X
theoldone1919|SweetSourJesus|@SweetSourJesus @BrianBiscieglia @Atheist_Geek48 @bobcat7000 @KitemanArgues @michellmybell1 @socaratheist… https://t.co/7MInFfBA8X
theoldone1919|BrianBiscieglia|@SweetSourJesus @BrianBiscieglia @Atheist_Geek48 @bobcat7000 @KitemanArgues @michellmybell1 @socaratheist… https://t.co/7MInFfBA8X
theoldone1919|Atheist_Geek48|@SweetSourJesus @BrianBiscieglia @Atheist_Geek48 @bobcat7000 @KitemanArgues @michellmybell1 @socaratheist… https://t.co/7MInFfBA8X
theoldone1919|bobcat7000|@SweetSourJesus @BrianBiscieglia @Atheist_Geek48 @bobcat7000 @KitemanArgues @michellmybell1 @socaratheist… https://t.co/7MInFfBA8X
theoldone1919|KitemanArgues|@SweetSourJesus @BrianBiscieglia @Atheist_Geek48 @bobcat7000 @KitemanArgues @michellmybell1 @socaratheist… https://t.co/7MInFfBA8X
theoldone1919|michellmybell1|@SweetSourJesus @BrianBiscieglia @Atheist_Geek48 @bobcat7000 @KitemanArgues @michellmybell1 @socaratheist… https://t.co/7MInFfBA8X
theoldone1919|socaratheist|@SweetSourJesus @BrianBiscieglia @Atheist_Geek48 @bobcat7000 @KitemanArgues @michellmybell1 @socaratheist… https://t.co/7MInFfBA8X
MattyLad|MellorSJ|@MellorSJ @richard11a1949 @Telegraph My apologies, I meant to say he was anti-abortion, but invested in a company t… https://t.co/dwHSm7eujT
MattyLad|MellorSJ|@MellorSJ @richard11a1949 @Telegraph My apologies, I meant to say he was anti-abortion, but invested in a company t… https://t.co/dwHSm7eujT
MattyLad|richard11a1949|@MellorSJ @richard11a1949 @Telegraph My apologies, I meant to say he was anti-abortion, but invested in a company t… https://t.co/dwHSm7eujT
MattyLad|Telegraph|@MellorSJ @richard11a1949 @Telegraph My apologies, I meant to say he was anti-abortion, but invested in a company t… https://t.co/dwHSm7eujT
Bostongaelic|LiveAction|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
Bostongaelic|N/A|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
JrJacktown|Megan4MAGA|RT @Megan4MAGA: Canada is trying to FORCE abortion &amp; transgerdism on Catholics yet they're not going down easy.. how about stop forcing cra…
JrJacktown|N/A|RT @Megan4MAGA: Canada is trying to FORCE abortion &amp; transgerdism on Catholics yet they're not going down easy.. how about stop forcing cra…
epic_journeyman|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
epic_journeyman|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Declan1497|GwinnettRTL|RT @GwinnettRTL: This will be uncomfortable to read, but you should read it anyway. Ron Paul on abortion. #prolife https://t.co/X1lg6zaLFF
Declan1497|N/A|RT @GwinnettRTL: This will be uncomfortable to read, but you should read it anyway. Ron Paul on abortion. #prolife https://t.co/X1lg6zaLFF
Simple_John1|N/A|Them Catholics again, with their double standards. https://t.co/TOtfPGz7kH
PearlZwaan|Kragar_LGF|"RT @Kragar_LGF: ""anti-abortion activist""Nope, the word you're looking for is TERRORIST https://t.co/ApaDiJDRFQ"
PearlZwaan|N/A|"RT @Kragar_LGF: ""anti-abortion activist""Nope, the word you're looking for is TERRORIST https://t.co/ApaDiJDRFQ"
k__bron|CleopatrasHat|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
k__bron|McAlisterUSA|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
k__bron|nehales|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
k__bron|cherelle504|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
k__bron|CNN|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
k__bron|N/A|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
DarthChoc0late|aidan|RT @aidan: a planned parenthood march is not a “pro-abortion rally”, abortions only make up around 9% of what’s done at PP. you can have ch…
DarthChoc0late|N/A|RT @aidan: a planned parenthood march is not a “pro-abortion rally”, abortions only make up around 9% of what’s done at PP. you can have ch…
TC_Watkins|N/A|Let this sink in. Evil, Dark, Satanic. I've noticed that everyone who is for abortion has already been born.Rona… https://t.co/n4dU8SPEux
kaylynstagram|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
kaylynstagram|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
ArtistaAF|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
ArtistaAF|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
antistresskit|LiveAction|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
antistresskit|N/A|"RT @LiveAction: Niece of Martin Luther King, Jr. speaks out against Planned Parenthood: ""Abortion mills or clinics are in predominantly bla…"
Wishman27|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
Wishman27|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
cyndi_obrion|GeorgiaDirtRoad|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
cyndi_obrion|N/A|RT @GeorgiaDirtRoad: Listen as this Abortion doctor describes what happens during 2nd term abortions. His speech may be the most powerful y…
beverlyNOTMYPRE|AdamsFlaFan|RT @AdamsFlaFan: Legalizing Abortion Means Nothing if There Is No Access https://t.co/a1ESQBaOTS via @truthout
beverlyNOTMYPRE|truthout|RT @AdamsFlaFan: Legalizing Abortion Means Nothing if There Is No Access https://t.co/a1ESQBaOTS via @truthout
beverlyNOTMYPRE|N/A|RT @AdamsFlaFan: Legalizing Abortion Means Nothing if There Is No Access https://t.co/a1ESQBaOTS via @truthout
JurassicaPark_|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
JurassicaPark_|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
seoknation|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
seoknation|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
WolfeTone15|MariaLaoise|RT @MariaLaoise: Good question. We know the leaders of #repealthe8th support restriction-free abortion. Has @SimonHarrisTD asked them to go…
WolfeTone15|SimonHarrisTD|RT @MariaLaoise: Good question. We know the leaders of #repealthe8th support restriction-free abortion. Has @SimonHarrisTD asked them to go…
WolfeTone15|N/A|RT @MariaLaoise: Good question. We know the leaders of #repealthe8th support restriction-free abortion. Has @SimonHarrisTD asked them to go…
Ohio_Buckeye_US|BrewtonDoug|RT @BrewtonDoug: VIDEO: Pastor Slams Senators Who Rejected Abortion Measure and Leaders Who Blessed Planned Parenthood https://t.co/WhZ9dzi…
Ohio_Buckeye_US|N/A|RT @BrewtonDoug: VIDEO: Pastor Slams Senators Who Rejected Abortion Measure and Leaders Who Blessed Planned Parenthood https://t.co/WhZ9dzi…
Hegemommy|Rewire_News|"RT @Rewire_News: Police using ""human trafficking"" or vice raids as excuses to punish sex workers isn’t that uncommon — listen to What Else…"
Hegemommy|N/A|"RT @Rewire_News: Police using ""human trafficking"" or vice raids as excuses to punish sex workers isn’t that uncommon — listen to What Else…"
pryzmcat|TomthunkitsMind|RT @TomthunkitsMind: On page 93 of the “tax bill” Republicans are trying to redefine what constitutes an unborn child as the moment of conc…
pryzmcat|N/A|RT @TomthunkitsMind: On page 93 of the “tax bill” Republicans are trying to redefine what constitutes an unborn child as the moment of conc…
maximiliano98_|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
maximiliano98_|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
LindaLee_44|HuffPost|@HuffPost Ok. I understand. I will ask about the religious view of the owners of each store I shop in so I can deci… https://t.co/qATNsqkqsT
LindaLee_44|HuffPost|@HuffPost Ok. I understand. I will ask about the religious view of the owners of each store I shop in so I can deci… https://t.co/qATNsqkqsT
_JHollingsworth|irbrodie|RT @irbrodie: He sees a nonexistent right to abortion but doesn’t see the right to be presumed innocent! He needs a lawyer on staff. https:…
_JHollingsworth|N/A|RT @irbrodie: He sees a nonexistent right to abortion but doesn’t see the right to be presumed innocent! He needs a lawyer on staff. https:…
TXLadyLiberty|SenTedCruz|RT @SenTedCruz: I urge my Senate colleagues to join me today in voting to support the Pain-Capable Unborn Child Protection Act. This is rea…
TXLadyLiberty|N/A|RT @SenTedCruz: I urge my Senate colleagues to join me today in voting to support the Pain-Capable Unborn Child Protection Act. This is rea…
pchandler45|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
pchandler45|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
cody_holladay31|pdabrosca|"RT @pdabrosca: ""You're better off killing it."" - Planned Parenthood https://t.co/L7X9IPxRkG"
cody_holladay31|N/A|"RT @pdabrosca: ""You're better off killing it."" - Planned Parenthood https://t.co/L7X9IPxRkG"
Kaliel2000|POLITICSandFUN|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
Kaliel2000|N/A|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
mechaprimate|N/A|This can't be a real account https://t.co/MSAHu94DhI
RevDonaldGuffey|cb_johns|@cb_johns The only problem is that lgbt issues are civil rights issues that seek to ensure lgbt people are given th… https://t.co/Wh4e6EBzBx
RevDonaldGuffey|cb_johns|@cb_johns The only problem is that lgbt issues are civil rights issues that seek to ensure lgbt people are given th… https://t.co/Wh4e6EBzBx
WolfeTone15|prolifecampaign|RT @prolifecampaign: At a very conservative estimate there are tens of thousands of Irish people alive today precisely because of the prote…
WolfeTone15|N/A|RT @prolifecampaign: At a very conservative estimate there are tens of thousands of Irish people alive today precisely because of the prote…
MavisSchumacher|BrewtonDoug|RT @BrewtonDoug: VIDEO: Pastor Slams Senators Who Rejected Abortion Measure and Leaders Who Blessed Planned Parenthood https://t.co/WhZ9dzi…
MavisSchumacher|N/A|RT @BrewtonDoug: VIDEO: Pastor Slams Senators Who Rejected Abortion Measure and Leaders Who Blessed Planned Parenthood https://t.co/WhZ9dzi…
Imjvillanueva|samsax420|RT @samsax420: Men have so many opinions on abortion when in reality it’s not up to you. Sorry this is the one thing you don’t have control…
Imjvillanueva|N/A|RT @samsax420: Men have so many opinions on abortion when in reality it’s not up to you. Sorry this is the one thing you don’t have control…
Dark_DcisionsV2|KEEMSTAR|@KEEMSTAR I bet his mother wished she had an abortion.
Dark_DcisionsV2|KEEMSTAR|@KEEMSTAR I bet his mother wished she had an abortion.
JaxLeSigh|YOD5FED|@YOD5FED @alexaa_speed @NARAL @AthenaSalman If illegal abortion numbers are hard to track in countries where it's i… https://t.co/c0p5ONTaPB
JaxLeSigh|YOD5FED|@YOD5FED @alexaa_speed @NARAL @AthenaSalman If illegal abortion numbers are hard to track in countries where it's i… https://t.co/c0p5ONTaPB
JaxLeSigh|alexaa_speed|@YOD5FED @alexaa_speed @NARAL @AthenaSalman If illegal abortion numbers are hard to track in countries where it's i… https://t.co/c0p5ONTaPB
JaxLeSigh|NARAL|@YOD5FED @alexaa_speed @NARAL @AthenaSalman If illegal abortion numbers are hard to track in countries where it's i… https://t.co/c0p5ONTaPB
JaxLeSigh|AthenaSalman|@YOD5FED @alexaa_speed @NARAL @AthenaSalman If illegal abortion numbers are hard to track in countries where it's i… https://t.co/c0p5ONTaPB
